iter	Passed	Remaining
830	1388	282
831	1389	280
832	1390	278
833	1391	276
834	1392	275
835	1393	273
836	1393	271
837	1394	269
838	1395	267
839	1396	265
840	1396	264
841	1397	262
842	1398	260
843	1399	258
844	1400	256
845	1401	255
846	1402	253
847	1402	251
848	1403	249
849	1404	247
850	1405	246
851	1406	244
852	1407	242
853	1408	240
854	1408	238
855	1409	237
856	1410	235
857	1411	233
858	1412	231
859	1413	230
860	1414	228
861	1414	226
862	1415	224
863	1416	222
864	1417	221
865	1418	219
866	1419	217
867	1420	216
868	1421	214
869	1421	212
870	1422	210
871	1423	208
872	1424	207
873	1425	205
874	1426	203
875	1426	201
876	1427	200
877	1428	198
878	1429	196
879	1430	195
880	1431	193
881	1432	191
882	1433	189
883	1433	188
884	1434	186
885	1435	184
886	1436	183
887	1437	181
888	1438	179
889	1439	177
890	1440	176
891	1441	174
892	1442	172
893	1443	171
894	1443	169
895	1444	167
896	1445	166
897	1446	164
898	1447	162
899	1448	160
900	1449	159
901	1450	157
902	1451	155
903	1451	154
904	1452	152
905	1453	150
906	1454	149
907	1455	147
908	1456	145
909	1457	144
910	1457	142
911	1458	140
912	1459	139
913	1460	137
914	1461	135
915	1462	134
916	1463	132
917	1464	130
918	1465	129
919	1465	127
920	1466	125
921	1467	124
922	1468	122
923	1469	120
924	1470	119
925	1471	117
926	1471	115
927	1472	114
928	1473	112
929	1474	110
930	1475	109
931	1476	107
932	1477	106
933	1477	104
934	1478	102
935	1479	101
936	1480	99
937	1481	97
938	1482	96
939	1483	94
940	1483	93
941	1484	91
942	1485	89
943	1486	88
944	1487	86
945	1488	84
946	1489	83
947	1490	81
948	1490	80
949	1491	78
950	1492	76
951	1493	75
952	1494	73
953	1495	72
954	1495	70
955	1496	68
956	1497	67
957	1498	65
958	1499	64
959	1500	62
960	1501	60
961	1501	59
962	1502	57
963	1503	56
964	1504	54
965	1505	52
966	1506	51
967	1507	49
968	1508	48
969	1508	46
970	1509	45
971	1510	43
972	1511	41
973	1512	40
974	1512	38
975	1513	37
976	1514	35
977	1515	34
978	1516	32
979	1517	30
980	1518	29
981	1519	27
982	1520	26
983	1521	24
984	1521	23
985	1522	21
986	1523	20
987	1524	18
988	1525	16
989	1526	15
990	1527	13
991	1527	12
992	1528	10
993	1529	9
994	1530	7
995	1531	6
996	1532	4
997	1533	3
998	1533	1
999	1534	0
